Mod:Item:MetaData, Localized Name
contenttweaker:material_part:60, Magnesium Gear
contenttweaker:material_part:61, Magnesium Plate
contenttweaker:material_part:62, Magnesium Nugget
contenttweaker:material_part:63, Magnesium Ingot
contenttweaker:material_part:64, Magnesium Rod
contenttweaker:material_part:65, Magnesium Dust
contenttweaker:material_part:68, Manganese Gear
contenttweaker:material_part:69, Manganese Plate
contenttweaker:material_part:70, Manganese Nugget
contenttweaker:material_part:71, Manganese Ingot
contenttweaker:material_part:72, Manganese Rod
contenttweaker:material_part:73, Manganese Dust
contenttweaker:material_part:76, Scandium Gear
contenttweaker:material_part:77, Scandium Plate
contenttweaker:material_part:78, Scandium Nugget
contenttweaker:material_part:79, Scandium Ingot
contenttweaker:material_part:80, Scandium Rod
contenttweaker:material_part:81, Scandium Dust
contenttweaker:material_part:84, Lithium Gear
contenttweaker:material_part:85, Lithium Plate
contenttweaker:material_part:86, Lithium Nugget
contenttweaker:material_part:87, Lithium Ingot
contenttweaker:material_part:88, Lithium Rod
contenttweaker:material_part:89, Lithium Dust
contenttweaker:material_part:92, Sodium Gear
contenttweaker:material_part:93, Sodium Plate
contenttweaker:material_part:94, Sodium Nugget
contenttweaker:material_part:95, Sodium Ingot
contenttweaker:material_part:96, Sodium Rod
contenttweaker:material_part:97, Sodium Dust
contenttweaker:material_part:100, Calcium Gear
contenttweaker:material_part:101, Calcium Plate
contenttweaker:material_part:102, Calcium Nugget
contenttweaker:material_part:103, Calcium Ingot
contenttweaker:material_part:104, Calcium Rod
contenttweaker:material_part:105, Calcium Dust
contenttweaker:material_part:108, Niobium Gear
contenttweaker:material_part:109, Niobium Plate
contenttweaker:material_part:110, Niobium Nugget
contenttweaker:material_part:111, Niobium Ingot
contenttweaker:material_part:112, Niobium Rod
contenttweaker:material_part:113, Niobium Dust
contenttweaker:material_part:116, Tantalum Gear
contenttweaker:material_part:117, Tantalum Plate
contenttweaker:material_part:118, Tantalum Nugget
contenttweaker:material_part:119, Tantalum Ingot
contenttweaker:material_part:120, Tantalum Rod
contenttweaker:material_part:121, Tantalum Dust
contenttweaker:material_part:124, Chromium Gear
contenttweaker:material_part:125, Chromium Plate
contenttweaker:material_part:126, Chromium Nugget
contenttweaker:material_part:127, Chromium Ingot
contenttweaker:material_part:128, Chromium Rod
contenttweaker:material_part:129, Chromium Dust
contenttweaker:material_part:132, Zinc Gear
contenttweaker:material_part:133, Zinc Plate
contenttweaker:material_part:134, Zinc Nugget
contenttweaker:material_part:135, Zinc Ingot
contenttweaker:material_part:136, Zinc Rod
contenttweaker:material_part:137, Zinc Dust
contenttweaker:material_part:140, Cobalt Gear
contenttweaker:material_part:141, Cobalt Plate
contenttweaker:material_part:142, Cobalt Nugget
contenttweaker:material_part:143, Cobalt Ingot
contenttweaker:material_part:144, Cobalt Rod
contenttweaker:material_part:145, Cobalt Dust
contenttweaker:material_part:148, Titanium Steel Gear
contenttweaker:material_part:149, Titanium Steel Plate
contenttweaker:material_part:150, Titanium Steel Nugget
contenttweaker:material_part:151, Titanium Steel Ingot
contenttweaker:material_part:152, Titanium Steel Rod
contenttweaker:material_part:153, Titanium Steel Dust
contenttweaker:material_part:156, Molybdenum Copper Alloy Gear
contenttweaker:material_part:157, Molybdenum Copper Alloy Plate
contenttweaker:material_part:158, Molybdenum Copper Alloy Nugget
contenttweaker:material_part:159, Molybdenum Copper Alloy Ingot
contenttweaker:material_part:160, Molybdenum Copper Alloy Rod
contenttweaker:material_part:161, Molybdenum Copper Alloy Dust
contenttweaker:material_part:164, Titanium 6Al-4V Gear
contenttweaker:material_part:165, Titanium 6Al-4V Plate
contenttweaker:material_part:166, Titanium 6Al-4V Nugget
contenttweaker:material_part:167, Titanium 6Al-4V Ingot
contenttweaker:material_part:168, Titanium 6Al-4V Rod
contenttweaker:material_part:169, Titanium 6Al-4V Dust
contenttweaker:material_part:173, Scheelite Dust
contenttweaker:material_part:175, Wolframite Dust
contenttweaker:material_part:176, Tungsten Gear
contenttweaker:material_part:177, Tungsten Plate
contenttweaker:material_part:178, Tungsten Nugget
contenttweaker:material_part:179, Tungsten Ingot
contenttweaker:material_part:180, Tungsten Rod
contenttweaker:material_part:181, Tungsten Dust
contenttweaker:material_part:184, Tungsten Steel Gear
contenttweaker:material_part:185, Tungsten Steel Plate
contenttweaker:material_part:186, Tungsten Steel Nugget
contenttweaker:material_part:187, Tungsten Steel Ingot
contenttweaker:material_part:188, Tungsten Steel Rod
contenttweaker:material_part:189, Tungsten Steel Dust
contenttweaker:material_part:192, Stainless Steel Gear
contenttweaker:material_part:193, Stainless Steel Plate
contenttweaker:material_part:194, Stainless Steel Nugget
contenttweaker:material_part:195, Stainless Steel Ingot
contenttweaker:material_part:196, Stainless Steel Rod
contenttweaker:material_part:197, Stainless Steel Dust
contenttweaker:material_part:201, Chromite Dust
contenttweaker:material_part:202, Magnesium Alloy Gear
contenttweaker:material_part:203, Magnesium Alloy Plate
contenttweaker:material_part:204, Magnesium Alloy Nugget
contenttweaker:material_part:205, Magnesium Alloy Ingot
contenttweaker:material_part:206, Magnesium Alloy Rod
contenttweaker:material_part:207, Magnesium Alloy Dust
contenttweaker:material_part:211, Uranium Dust
contenttweaker:material_part:212, Cobalt-Chrome Gear
contenttweaker:material_part:213, Cobalt-Chrome Plate
contenttweaker:material_part:214, Cobalt-Chrome Nugget
contenttweaker:material_part:215, Cobalt-Chrome Ingot
contenttweaker:material_part:216, Cobalt-Chrome Rod
contenttweaker:material_part:217, Cobalt-Chrome Dust
contenttweaker:material_part:220, Uranium-235 Ingot
contenttweaker:material_part:221, Uranium-235 Dust
contenttweaker:material_part:222, Uranium-235 Nugget
contenttweaker:material_part:223, Uranium-235 (Depleted) Ingot
contenttweaker:material_part:224, Uranium-235 (Depleted) Dust
contenttweaker:material_part:225, Uranium-235 (Depleted) Nugget
contenttweaker:material_part:226, Thorium Ingot
contenttweaker:material_part:227, Thorium Dust
contenttweaker:material_part:228, Thorium Nugget
contenttweaker:material_part:229, Samarium Gear
contenttweaker:material_part:230, Samarium Plate
contenttweaker:material_part:231, Samarium Nugget
contenttweaker:material_part:232, Samarium Ingot
contenttweaker:material_part:233, Samarium Rod
contenttweaker:material_part:234, Samarium Dust
contenttweaker:material_part:237, Zirconium Gear
contenttweaker:material_part:238, Zirconium Plate
contenttweaker:material_part:239, Zirconium Nugget
contenttweaker:material_part:240, Zirconium Ingot
contenttweaker:material_part:241, Zirconium Rod
contenttweaker:material_part:242, Zirconium Dust
contenttweaker:material_part:245, Berkelium Ingot
contenttweaker:material_part:246, Berkelium Dust
contenttweaker:material_part:247, Berkelium Nugget
contenttweaker:material_part:248, Technetium Ingot
contenttweaker:material_part:249, Technetium Dust
contenttweaker:material_part:250, Technetium Nugget
contenttweaker:material_part:251, Zamak Gear
contenttweaker:material_part:252, Zamak Plate
contenttweaker:material_part:253, Zamak Nugget
contenttweaker:material_part:254, Zamak Ingot
contenttweaker:material_part:255, Zamak Rod
contenttweaker:material_part:256, Zamak Dust
contenttweaker:material_part:259, Samarium Scandium Alloy Gear
contenttweaker:material_part:260, Samarium Scandium Alloy Plate
contenttweaker:material_part:261, Samarium Scandium Alloy Nugget
contenttweaker:material_part:262, Samarium Scandium Alloy Ingot
contenttweaker:material_part:263, Samarium Scandium Alloy Rod
contenttweaker:material_part:264, Samarium Scandium Alloy Dust
contenttweaker:material_part:267, Magnesium Lithium Alloy Gear
contenttweaker:material_part:268, Magnesium Lithium Alloy Plate
contenttweaker:material_part:269, Magnesium Lithium Alloy Nugget
contenttweaker:material_part:270, Magnesium Lithium Alloy Ingot
contenttweaker:material_part:271, Magnesium Lithium Alloy Rod
contenttweaker:material_part:272, Magnesium Lithium Alloy Dust
contenttweaker:material_part:275, Platinum Iridium Alloy Gear
contenttweaker:material_part:276, Platinum Iridium Alloy Plate
contenttweaker:material_part:277, Platinum Iridium Alloy Nugget
contenttweaker:material_part:278, Platinum Iridium Alloy Ingot
contenttweaker:material_part:279, Platinum Iridium Alloy Rod
contenttweaker:material_part:280, Platinum Iridium Alloy Dust
contenttweaker:material_part:283, Super Alloy Gear
contenttweaker:material_part:284, Super Alloy Plate
contenttweaker:material_part:285, Super Alloy Nugget
contenttweaker:material_part:286, Super Alloy Ingot
contenttweaker:material_part:287, Super Alloy Rod
contenttweaker:material_part:288, Super Alloy Dust
contenttweaker:material_part:291, Plutonium-241 Ingot
contenttweaker:material_part:292, Plutonium-241 Dust
contenttweaker:material_part:293, Plutonium-241 Nugget
contenttweaker:material_part:294, Plutonium-241 (Depleted) Ingot
contenttweaker:material_part:295, Plutonium-241 (Depleted) Dust
contenttweaker:material_part:296, Plutonium-241 (Depleted) Nugget
contenttweaker:material_part:297, Neptunium-236 Ingot
contenttweaker:material_part:298, Neptunium-236 Dust
contenttweaker:material_part:299, Neptunium-236 Nugget
contenttweaker:material_part:300, Neptunium-236 (Depleted) Ingot
contenttweaker:material_part:301, Neptunium-236 (Depleted) Dust
contenttweaker:material_part:302, Neptunium-236 (Depleted) Nugget
contenttweaker:material_part:303, Americium-242 Ingot
contenttweaker:material_part:304, Americium-242 Dust
contenttweaker:material_part:305, Americium-242 Nugget
contenttweaker:material_part:306, Americium-242 (Depleted) Ingot
contenttweaker:material_part:307, Americium-242 (Depleted) Dust
contenttweaker:material_part:308, Americium-242 (Depleted) Nugget
contenttweaker:material_part:309, Curium-243 Ingot
contenttweaker:material_part:310, Curium-243 Dust
contenttweaker:material_part:311, Curium-243 Nugget
contenttweaker:material_part:312, Curium-243 (Depleted) Ingot
contenttweaker:material_part:313, Curium-243 (Depleted) Dust
contenttweaker:material_part:314, Curium-243 (Depleted) Nugget
contenttweaker:material_part:315, Curium-245 Ingot
contenttweaker:material_part:316, Curium-245 Dust
contenttweaker:material_part:317, Curium-245 Nugget
contenttweaker:material_part:318, Curium-245 (Depleted) Ingot
contenttweaker:material_part:319, Curium-245 (Depleted) Dust
contenttweaker:material_part:320, Curium-245 (Depleted) Nugget
contenttweaker:material_part:321, Curium-247 Ingot
contenttweaker:material_part:322, Curium-247 Dust
contenttweaker:material_part:323, Curium-247 Nugget
contenttweaker:material_part:324, Curium-247 (Depleted) Ingot
contenttweaker:material_part:325, Curium-247 (Depleted) Dust
contenttweaker:material_part:326, Curium-247 (Depleted) Nugget
contenttweaker:material_part:327, Californium-244 Ingot
contenttweaker:material_part:328, Californium-244 Dust
contenttweaker:material_part:329, Californium-244 Nugget
contenttweaker:material_part:330, Californium-244 (Depleted) Ingot
contenttweaker:material_part:331, Californium-244 (Depleted) Dust
contenttweaker:material_part:332, Californium-244 (Depleted) Nugget
contenttweaker:material_part:333, Californium-246 Ingot
contenttweaker:material_part:334, Californium-246 Dust
contenttweaker:material_part:335, Californium-246 Nugget
contenttweaker:material_part:336, Californium-246 (Depleted) Ingot
contenttweaker:material_part:337, Californium-246 (Depleted) Dust
contenttweaker:material_part:338, Californium-246 (Depleted) Nugget
valkyrielib:guide, Digital Guide
valkyrielib:modifier_component, Modifier Component
valkyrielib:modifier_speed, Speed Modifier
environmentaltech:litherite, Litherite
environmentaltech:litherite_paver, Litherite Paver
environmentaltech:litherite_bricks, Litherite Bricks
environmentaltech:litherite_tiles, Litherite Tiles
environmentaltech:litherite_stairs, Litherite Stairs
environmentaltech:litherite_brick_stairs, Litherite Brick Stairs
environmentaltech:litherite_tile_stairs, Litherite Tile Stairs
environmentaltech:litherite_slab:0, Litherite Slab
environmentaltech:litherite_paver_slab:0, Litherite Paver Slab
environmentaltech:litherite_brick_slab:0, Litherite Brick Slab
environmentaltech:litherite_tile_slab:0, Litherite Tile Slab
environmentaltech:erodium, Erodium
environmentaltech:erodium_paver, Erodium Paver
environmentaltech:erodium_bricks, Erodium Bricks
environmentaltech:erodium_tiles, Erodium Tiles
environmentaltech:erodium_stairs, Erodium Stairs
environmentaltech:erodium_brick_stairs, Erodium Brick Stairs
environmentaltech:erodium_tile_stairs, Erodium Tile Stairs
environmentaltech:erodium_slab:0, Erodium Slab
environmentaltech:erodium_paver_slab:0, Erodium Paver Slab
environmentaltech:erodium_brick_slab:0, Erodium Brick Slab
environmentaltech:erodium_tile_slab:0, Erodium Tile Slab
environmentaltech:kyronite, Kyronite
environmentaltech:kyronite_paver, Kyronite Paver
environmentaltech:kyronite_bricks, Kyronite Bricks
environmentaltech:kyronite_tiles, Kyronite Tiles
environmentaltech:kyronite_stairs, Kyronite Stairs
environmentaltech:kyronite_brick_stairs, Kyronite Brick Stairs
environmentaltech:kyronite_tile_stairs, Kyronite Tile Stairs
environmentaltech:kyronite_slab:0, Kyronite Slab
environmentaltech:kyronite_paver_slab:0, Kyronite Paver Slab
environmentaltech:kyronite_brick_slab:0, Kyronite Brick Slab
environmentaltech:kyronite_tile_slab:0, Kyronite Tile Slab
environmentaltech:pladium, Pladium
environmentaltech:pladium_paver, Pladium Paver
environmentaltech:pladium_bricks, Pladium Bricks
environmentaltech:pladium_tiles, Pladium Tiles
environmentaltech:pladium_stairs, Pladium Stairs
environmentaltech:pladium_brick_stairs, Pladium Brick Stairs
environmentaltech:pladium_tile_stairs, Pladium Tile Stairs
environmentaltech:pladium_slab:0, Pladium Slab
environmentaltech:pladium_paver_slab:0, Pladium Paver Slab
environmentaltech:pladium_brick_slab:0, Pladium Brick Slab
environmentaltech:pladium_tile_slab:0, Pladium Tile Slab
environmentaltech:ionite, Ionite
environmentaltech:ionite_paver, Ionite Paver
environmentaltech:ionite_bricks, Ionite Bricks
environmentaltech:ionite_tiles, Ionite Tiles
environmentaltech:ionite_stairs, Ionite Stairs
environmentaltech:ionite_brick_stairs, Ionite Brick Stairs
environmentaltech:ionite_tile_stairs, Ionite Tile Stairs
environmentaltech:ionite_slab:0, Ionite Slab
environmentaltech:ionite_paver_slab:0, Ionite Paver Slab
environmentaltech:ionite_brick_slab:0, Ionite Brick Slab
environmentaltech:ionite_tile_slab:0, Ionite Tile Slab
environmentaltech:aethium, Aethium
environmentaltech:aethium_paver, Aethium Paver
environmentaltech:aethium_bricks, Aethium Bricks
environmentaltech:aethium_tiles, Aethium Tiles
environmentaltech:aethium_stairs, Aethium Stairs
environmentaltech:aethium_brick_stairs, Aethium Brick Stairs
environmentaltech:aethium_tile_stairs, Aethium Tile Stairs
environmentaltech:aethium_slab:0, Aethium Slab
environmentaltech:aethium_paver_slab:0, Aethium Paver Slab
environmentaltech:aethium_brick_slab:0, Aethium Brick Slab
environmentaltech:aethium_tile_slab:0, Aethium Tile Slab
environmentaltech:lonsdaleite, Lonsdaleite
environmentaltech:lonsdaleite_paver, Lonsdaleite Paver
environmentaltech:lonsdaleite_bricks, Lonsdaleite Bricks
environmentaltech:lonsdaleite_tiles, Lonsdaleite Tiles
environmentaltech:lonsdaleite_stairs, Lonsdaleite Stairs
environmentaltech:lonsdaleite_brick_stairs, Lonsdaleite Brick Stairs
environmentaltech:lonsdaleite_tile_stairs, Lonsdaleite Tile Stairs
environmentaltech:lonsdaleite_slab:0, Lonsdaleite Slab
environmentaltech:lonsdaleite_paver_slab:0, Lonsdaleite Paver Slab
environmentaltech:lonsdaleite_brick_slab:0, Lonsdaleite Brick Slab
environmentaltech:lonsdaleite_tile_slab:0, Lonsdaleite Tile Slab
environmentaltech:mica, Mica
environmentaltech:litherite_crystal, Litherite Crystal
environmentaltech:erodium_crystal, Erodium Crystal
environmentaltech:kyronite_crystal, Kyronite Crystal
environmentaltech:pladium_crystal, Pladium Crystal
environmentaltech:ionite_crystal, Ionite Crystal
environmentaltech:aethium_crystal, Aethium Crystal
environmentaltech:lonsdaleite_crystal, Lonsdaleite Crystal
environmentaltech:interconnect, Interconnect
environmentaltech:tool_multiblock_assembler, Assembler
environmentaltech:connector, Connector
environmentaltech:modifier_null, Null Modifier
environmentaltech:modifier_speed, Speed Modifier
environmentaltech:modifier_luck, Luck Modifier
environmentaltech:structure_frame_1, Structure Frame Tier 1
environmentaltech:structure_frame_2, Structure Frame Tier 2
environmentaltech:structure_frame_3, Structure Frame Tier 3
environmentaltech:structure_frame_4, Structure Frame Tier 4
environmentaltech:structure_frame_5, Structure Frame Tier 5
environmentaltech:structure_frame_6, Structure Frame Tier 6
environmentaltech:structure_panel, Structure Panel
environmentaltech:structure_panel_clear, Clear Structure Panel
